time,gate,car.id,population,carType,duration
1462369680,C5,20161604061614-874,6,1,348840
1462479660,C5,20165202075235-678,5,1,277440
1462493580,C5,20165005045015-818,6,1,364860
1462495020,C5,20161205051258-519,7,3,330840
1462498680,C5,20160003020009-483,6,1,336660
1462510200,C5,20162203102237-41,5,1,534840
1462541460,C5,20163702083732-163,4,1,210780
1462558620,C5,20162506102549-845,5,1,777060
1462559820,C5,20164006104039-266,6,3,69600
1462582260,C5,20162106052135-91,7,1,447600
1462584540,C5,20162706052712-821,8,2,325080
1462629420,C5,20164006104039-266,7,1,188160
1462652940,C5,20165907125955-871,8,2,420840
1462718520,C5,20161604061614-874,7,1,348840
1462814940,C5,20165709095721-17,8,1,1133100
1462816860,C5,20162809102817-777,9,1,262380
1462819020,C5,20161103061131-806,8,1,364860
1462825860,C5,20161205051258-519,7,3,330840
1462858440,C5,20165005045015-818,6,1,777060
1462893600,C5,20165710075759-354,7,1,444120
1462903680,C5,20161410101407-777,8,3,265680
1462909620,C5,20162706052712-821,7,3,69600
1463009040,C5,20160011040054-612,8,1,412200
1463029860,C5,20162106052135-91,7,1,447600
1463064900,C5,20162612072638-753,8,1,183960
1463073780,C5,20165907125955-871,7,2,325080
1463079240,C5,20162809102817-777,6,2,420840
1463101380,C5,20164212054245-135,7,1,77880
1463159940,C5,20165313095326-823,8,1,278520
1463169360,C5,20161410101407-777,7,1,1133100
1463173920,C5,20164713014745-616,8,1,172560
1463174340,C5,20162213012243-861,9,1,977880
1463179260,C5,20164212054245-135,8,1,262380
1463248860,C5,20162612072638-753,7,1,444120
1463335680,C5,20162506102549-845,6,3,265680
1463337720,C5,20165710075759-354,5,1,412200
1463346480,C5,20164713014745-616,4,1,183960
1463349000,C5,20161615021657-872,5,3,72960
1463359980,C5,20163015053019-83,6,2,532440
1463419620,C5,20163116093107-139,7,1,423780
1463421240,C5,20160011040054-612,6,1,77880
1463421960,C5,20161615021657-872,5,1,278520
1463438460,C5,20165313095326-823,4,1,172560
1463521680,C5,20162317022350-38,5,1,60300
1463527620,C5,20162217032244-108,6,2,174540
1463581980,C5,20162317022350-38,5,1,977880
1463582820,C5,20161318071302-141,6,2,309540
1463617020,C5,20161918041903-606,7,1,181200
1463699280,C5,20164319034355-175,8,2,190800
1463702160,C5,20162217032244-108,7,3,72960
1463798220,C5,20161918041903-606,6,2,532440
1463843400,C5,20163116093107-139,5,1,423780
1463851560,C5,20162421092429-563,6,1,127140
1463864520,C5,20165621125656-604,7,1,620400
1463870160,C5,20161421031451-792,8,1,243960
1463890080,C5,20164319034355-175,7,1,60300
1463892360,C5,20161318071302-141,6,2,174540
1463892420,C5,20163015053019-83,5,2,309540
1463947680,C5,20161222121219-49,6,1,158280
1463948040,C5,20165709095721-17,5,1,181200
1463978700,C5,20162421092429-563,4,2,190800
1464105960,C5,20161222121219-49,3,1,127140
1464106920,C5,20160124090148-920,4,1,307680
1464114120,C5,20161421031451-792,3,1,620400
1464116880,C5,20164724114712-44,4,2,97260
1464138840,C5,20165024055011-688,5,3,440940
1464152220,C5,20162213012243-861,4,1,243960
1464212400,C5,20161625021649-105,5,2,90720
1464214140,C5,20164724114712-44,4,1,158280
1464216600,C5,20162125032104-263,5,2,418620
1464284580,C5,20161226101220-113,6,1,92640
1464301860,C5,20160326030315-917,7,2,145560
1464303120,C5,20161625021649-105,6,1,307680
1464377220,C5,20161226101220-113,5,2,97260
1464414600,C5,20160124090148-920,4,3,440940
1464447420,C5,20160326030315-917,3,2,90720
1464460620,C5,20164028104033-812,4,3,93480
1464484920,C5,20165621125656-604,3,2,418620
1464537000,C5,20162629082608-704,4,1,114720
1464554100,C5,20164028104033-812,3,1,92640
1464579780,C5,20165024055011-688,2,2,145560
1464632880,C5,20163630103646-440,3,3,68820
1464635220,C5,20162125032104-263,2,3,93480
1464651720,C5,20162629082608-704,1,1,114720
1464701700,C5,20163630103646-440,0,3,68820
1430600220,C4,20153002013028-298,1,3,75600
1430602860,C4,20151202021230-956,2,2,445140
1430675820,C4,20153002013028-298,1,3,75600
1430693700,C4,20153203033255-977,2,1,190680
1430695140,C4,20155103035116-592,3,1,970200
1430870880,C4,20150605040618-478,4,1,333000
1430884380,C4,20153203033255-977,3,2,445140
1431048000,C4,20151202021230-956,2,1,190680
1431109800,C4,20153008103024-792,3,1,297300
1431109860,C4,20155308075334-739,4,1,209220
1431188460,C4,20155909085910-596,5,1,2195340
1431191280,C4,20151709091702-944,6,1,727080
1431192480,C4,20150309100312-290,7,1,178020
1431203880,C4,20150605040618-478,6,1,970200
1431269160,C4,20151810071802-340,7,2,277020
1431319080,C4,20155308075334-739,6,1,333000
1431362340,C4,20153311093300-612,7,1,360600
1431370500,C4,20150309100312-290,6,1,297300
1431407100,C4,20153008103024-792,5,1,209220
1431478920,C4,20151112051139-269,6,3,92280
1431546180,C4,20151810071802-340,5,1,2195340
1431571200,C4,20151112051139-269,4,1,727080
1431665340,C4,20155103035116-592,3,1,178020
1431698880,C4,20151015061023-821,4,1,467220
1431721800,C4,20155815125820-398,5,1,617340
1431722940,C4,20153311093300-612,4,2,277020
1431806220,C4,20150516120527-450,5,2,120240
1431894840,C4,20150317010343-76,6,2,156720
1431896400,C4,20150117010157-104,7,2,180000
1431914340,C4,20155717055748-249,8,1,73140
1431918360,C4,20151709091702-944,7,1,360600
1431926460,C4,20150516120527-450,6,3,92280
1431961380,C4,20153618073639-900,7,1,197220
1431987480,C4,20155717055748-249,6,1,467220
1431996120,C4,20152018052046-592,7,1,102060
1432051560,C4,20150317010343-76,6,1,617340
1432052700,C4,20152019082054-582,7,2,514080
1432053420,C4,20152919092946-526,8,1,962460
1432076400,C4,20150117010157-104,7,2,120240
1432076700,C4,20155719035725-878,8,1,250560
1432098180,C4,20152018052046-592,7,2,156720
1432149660,C4,20153120113117-670,8,2,499980
1432158600,C4,20153618073639-900,7,2,180000
1432159620,C4,20150020030052-644,8,2,66840
1432166100,C4,20151015061023-821,7,1,73140
1432223940,C4,20155221085210-381,8,2,274740
1432226460,C4,20150020030052-644,7,1,197220
1432233720,C4,20151521111559-556,8,2,251520
1432315620,C4,20151822101852-375,9,3,472680
1432327260,C4,20155719035725-878,8,1,102060
1432333920,C4,20155922025905-519,9,2,656940
1432339140,C4,20155815125820-398,8,2,514080
1432396440,C4,20152423082429-73,9,3,178740
1432426920,C4,20152523042522-538,10,3,86820
1432480200,C4,20150324080316-784,11,1,207660
1432485240,C4,20151521111559-556,10,1,962460
1432498680,C4,20155221085210-381,9,1,250560
1432513740,C4,20152523042522-538,8,2,499980
1432566780,C4,20152019082054-582,7,2,66840
1432575180,C4,20152423082429-73,6,2,274740
1432649640,C4,20153120113117-670,5,2,251520
1432678320,C4,20154126024152-89,6,1,361860
1432687860,C4,20150324080316-784,5,3,472680
1432736880,C4,20155927065901-324,6,1,272400
1432788300,C4,20151822101852-375,5,2,656940
1432855380,C4,20150028040010-50,6,3,149220
1432857180,C4,20151928041922-215,7,3,193860
1432933320,C4,20155629125653-788,8,2,594420
1432990860,C4,20155922025905-519,7,3,178740
1432995000,C4,20154230064213-204,8,3,82560
1433002440,C4,20154130084155-739,9,2,118920
1433004600,C4,20150028040010-50,8,3,86820
1433009280,C4,20155927065901-324,7,1,207660
1433015880,C4,20152919092946-526,6,1,361860
1433040180,C4,20154126024152-89,5,1,272400
1433051040,C4,20151928041922-215,4,3,149220
1433077560,C4,20154230064213-204,3,3,193860
1433121360,C4,20154130084155-739,2,2,594420
1433175540,C4,20155301085312-76,3,1,349560
1433180940,C4,20155801095814-110,4,2,114480
1433191440,C4,20154701124730-552,5,1,324540
1433193780,C4,20155501015552-358,6,1,403140
1433207040,C4,20153801053802-368,7,2,262500
1433253660,C4,20153502063548-280,8,1,100680
1433255700,C4,20151202071233-557,9,1,268980
1433263020,C4,20154502084556-629,10,2,258480
1433268180,C4,20153002103029-92,11,2,122940
1433270100,C4,20152802112850-57,12,1,94860
1433274360,C4,20154802114807-830,13,1,284700
1433291880,C4,20151202051249-156,14,3,47400
1433295420,C4,20155801095814-110,13,3,82560
1433339280,C4,20151202051249-156,12,2,118920
1433345160,C4,20152603072628-94,13,1,84960
1433347260,C4,20153903083921-101,14,1,91440
1433354340,C4,20153502063548-280,13,1,349560
1433360580,C4,20151403121420-600,14,2,286380
1433364960,C4,20152802112850-57,13,2,114480
1433369040,C4,20150103020130-343,14,1,624000
1433383800,C4,20155909085910-596,13,1,324540
1433391120,C4,20153002103029-92,12,1,403140
1433430120,C4,20152603072628-94,11,2,262500
1433438700,C4,20153903083921-101,10,1,100680
1433439000,C4,20152304102334-555,11,1,290460
1433444580,C4,20153704113707-880,12,1,626820
1433449740,C4,20155504125520-496,13,2,77640
1433454360,C4,20153804023854-460,14,2,157140
1433455560,C4,20151004021051-72,15,1,96540
1433455560,C4,20155804015811-880,16,1,797760
1433456460,C4,20151404031404-378,17,2,313680
1433460540,C4,20150104040106-481,18,1,669000
1433461200,C4,20151304041354-441,19,1,71400
1433469540,C4,20153801053802-368,18,1,268980
1433515980,C4,20154701124730-552,17,2,258480
1433519220,C4,20151905081937-688,18,1,196560
1433520300,C4,20151305081322-814,19,1,264300
1433521500,C4,20154502084556-629,18,2,122940
1433524680,C4,20151202071233-557,17,1,94860
1433525100,C4,20155301085312-76,16,1,284700
1433527380,C4,20155504125520-496,15,3,47400
1433527740,C4,20155629125653-788,14,1,84960
1433532600,C4,20151304041354-441,13,1,91440
1433538360,C4,20151205011253-317,14,2,377580
1433552100,C4,20151004021051-72,13,2,286380
1433559060,C4,20154802114807-830,12,1,624000
1433596920,C4,20155501015552-358,11,1,290460
1433611500,C4,20153804023854-460,10,1,626820
1433613780,C4,20151006101058-57,11,1,179580
1433621280,C4,20150006010020-419,12,1,105780
1433622720,C4,20153606123604-841,13,1,90120
1433630340,C4,20153206033243-388,14,2,185580
1433637480,C4,20154806044809-982,15,3,69660
1433646960,C4,20151403121420-600,14,2,77640
1433698260,C4,20154007094039-158,15,1,457020
1433699340,C4,20151807101827-295,16,2,158400
1433701440,C4,20152707102734-863,17,3,91080
1433701560,C4,20152607102647-573,18,1,103140
1433707140,C4,20154806044809-982,17,2,157140
1433711040,C4,20153507013548-133,18,3,674760
1433712840,C4,20153606123604-841,17,1,96540
1433715780,C4,20151905081937-688,16,1,797760
1433717640,C4,20153107033139-406,17,3,91320
1433717760,C4,20155407025401-645,18,1,84840
1433723280,C4,20152507042553-806,19,1,51000
1433724480,C4,20151707051709-188,20,2,238380
1433725620,C4,20155907055958-889,21,2,170280
1433727060,C4,20150006010020-419,20,2,313680
1433729460,C4,20152304102334-555,19,1,669000
1433770140,C4,20151404031404-378,18,1,71400
1433774280,C4,20152507042553-806,17,1,196560
1433784600,C4,20151305081322-814,16,1,264300
1433792520,C4,20152707102734-863,15,2,377580
1433793360,C4,20151006101058-57,14,1,179580
1433800020,C4,20155408015402-944,15,2,97620
1433802600,C4,20155407025401-645,14,1,105780
1433803860,C4,20154308034359-236,15,1,843420
1433804700,C4,20152607102647-573,14,1,90120
1433807820,C4,20150108040111-888,15,1,190860
1433808960,C4,20153107033139-406,14,2,185580
1433815920,C4,20153206033243-388,13,3,69660
1433857740,C4,20151807101827-295,12,1,457020
1433867520,C4,20151009091020-539,13,2,595020
1433881800,C4,20152909122903-721,14,3,178020
1433891700,C4,20154909034948-631,15,1,499560
1433894460,C4,20153309043302-556,16,2,444780
1433895900,C4,20155907055958-889,15,2,158400
1433897640,C4,20155408015402-944,14,3,91080
1433899680,C4,20152709052754-9,15,3,332700
1433915940,C4,20151205011253-317,14,1,103140
1433959500,C4,20153710103717-23,15,1,162420
1433962860,C4,20151707051709-188,14,3,674760
1433966640,C4,20154210124201-733,15,1,347820
1433969760,C4,20154910014900-520,16,1,70680
1433971260,C4,20152010012044-386,17,1,106920
1433973300,C4,20150210020219-563,18,1,80040
1433975460,C4,20153510023528-508,19,2,88680
1433978040,C4,20154810034812-304,20,3,276600
1433978040,C4,20152310032340-322,21,1,79260
1433993040,C4,20150103020130-343,20,3,91320
1433998680,C4,20150108040111-888,19,1,84840
1434040440,C4,20154910014900-520,18,1,51000
1434053340,C4,20150210020219-563,17,2,238380
1434057300,C4,20152310032340-322,16,2,170280
1434059820,C4,20152909122903-721,15,2,97620
1434062400,C4,20153411023411-472,16,1,101940
1434064140,C4,20153510023528-508,15,1,843420
1434066480,C4,20155711035748-460,16,3,92580
1434068040,C4,20154711044729-817,17,2,52560
1434068400,C4,20155311045315-402,18,1,267180
1434069660,C4,20151211051259-166,19,1,508320
1434071400,C4,20153704113707-880,18,1,190860
1434078180,C4,20152010012044-386,17,2,595020
1434120600,C4,20154711044729-817,16,3,178020
1434121920,C4,20153710103717-23,15,1,499560
1434126120,C4,20155712085725-362,16,1,297240
1434127320,C4,20153512093552-508,17,1,260520
1434129540,C4,20150104040106-481,16,2,444780
1434133080,C4,20151012111048-832,17,1,331500
1434137280,C4,20152112122156-641,18,2,79260
1434140100,C4,20154512124548-471,19,1,91080
1434149460,C4,20152312032319-646,20,2,246360
1434151380,C4,20152012032058-382,21,2,102420
1434155280,C4,20154007094039-158,20,3,332700
1434157260,C4,20153912053941-227,21,1,255300
1434159060,C4,20155711035748-460,20,1,162420
1434164340,C4,20153411023411-472,19,1,347820
1434204720,C4,20151113061129-478,20,3,1129860
1434205680,C4,20153113063149-619,21,2,687240
1434216540,C4,20152112122156-641,20,1,70680
1434219060,C4,20150413110402-150,21,1,126060
1434219660,C4,20155313105324-362,22,1,694500
1434227760,C4,20151113011134-396,23,1,67740
1434227940,C4,20153513123506-982,24,1,281700
1434231180,C4,20154512124548-471,23,1,106920
1434232380,C4,20152709052754-9,22,1,80040
1434233280,C4,20150113030159-936,23,1,196020
1434233340,C4,20154213024216-561,24,1,176220
1434253320,C4,20155804015811-880,23,2,88680
1434253800,C4,20152012032058-382,22,3,276600
1434254640,C4,20154810034812-304,21,1,79260
1434295500,C4,20151113011134-396,20,1,101940
1434296280,C4,20154714074704-144,21,3,543120
1434296460,C4,20151914081957-769,22,1,438480
1434298740,C4,20154914084953-37,23,3,259740
1434300060,C4,20151514091533-555,24,2,79140
1434313680,C4,20152114012137-37,25,1,113880
1434314460,C4,20154210124201-733,24,3,92580
1434335580,C4,20155311045315-402,23,2,52560
1434339240,C4,20153309043302-556,22,1,267180
1434345120,C4,20150413110402-150,21,1,508320
1434379200,C4,20151514091533-555,20,1,297240
1434384780,C4,20151515081555-958,21,3,94800
1434385800,C4,20153507013548-133,20,1,260520
1434387840,C4,20153512093552-508,19,1,331500
1434389460,C4,20152415102404-680,20,2,296700
1434389520,C4,20152315102354-941,21,1,91500
1434390720,C4,20152815102844-133,22,2,385200
1434391260,C4,20154909034948-631,21,2,79260
1434395820,C4,20152312032319-646,20,1,91080
1434408240,C4,20151115031100-780,21,1,189900
1434409560,C4,20154213024216-561,20,2,246360
1434410700,C4,20151815041843-802,21,1,327600
1434411780,C4,20151515041526-196,22,1,82680
1434412560,C4,20153912053941-227,21,2,102420
1434413280,C4,20150815040821-280,22,1,175800
1434423360,C4,20155712085725-362,21,1,255300
1434427560,C4,20152114012137-37,20,3,1129860
1434429300,C4,20150113030159-936,19,2,687240
1434462540,C4,20151009091020-539,18,1,126060
1434464580,C4,20151012111048-832,17,1,694500
1434466260,C4,20154416074444-263,18,1,176580
1434479580,C4,20151515081555-958,17,1,67740
1434480180,C4,20154316104341-889,18,3,175080
1434481020,C4,20152315102354-941,17,1,281700
1434483240,C4,20150616120616-647,18,1,164220
1434487320,C4,20151416011455-25,19,2,239580
1434489300,C4,20154816014841-737,20,1,927900
1434494460,C4,20151515041526-196,19,1,196020
1434494760,C4,20155416025450-542,20,3,250500
1434509640,C4,20153513123506-982,19,1,176220
1434552060,C4,20151717071728-569,20,1,224760
1434558480,C4,20154914084953-37,19,3,543120
1434560760,C4,20150017100000-961,20,2,168060
1434561900,C4,20155817095851-242,21,3,76860
1434562800,C4,20153217103218-546,22,1,204420
1434570360,C4,20154017114049-331,23,1,69720
1434576960,C4,20153317013317-798,24,2,338940
1434576960,C4,20152917022939-684,25,2,197220
1434577980,C4,20151211051259-166,24,1,438480
1434585540,C4,20155617035626-878,25,3,313560
1434589080,C4,20150815040821-280,24,3,259740
1434598140,C4,20151115031100-780,23,2,79140
1434638760,C4,20155817095851-242,22,1,113880
1434640080,C4,20154017114049-331,21,3,94800
1434640080,C4,20150218080215-880,22,3,90600
1434642840,C4,20154416074444-263,21,2,296700
1434647280,C4,20154308034359-236,20,1,91500
1434647460,C4,20150616120616-647,19,2,385200
1434647760,C4,20155318095346-528,20,1,955020
1434651300,C4,20155118105146-971,21,1,277680
1434655260,C4,20154316104341-889,20,1,189900
1434672420,C4,20150018050050-556,21,2,164400
1434686160,C4,20152415102404-680,20,1,327600
1434721680,C4,20152619062611-689,21,3,296640
1434726900,C4,20151416011455-25,20,1,82680
1434727200,C4,20151219081235-39,21,1,307920
1434728820,C4,20150017100000-961,20,1,175800
1434730680,C4,20150218080215-880,19,1,176580
1434731400,C4,20152319092320-59,20,1,292620
1434734940,C4,20151914081957-769,19,3,175080
1434735780,C4,20153619103622-151,20,1,80940
1434738300,C4,20151815041843-802,19,1,164220
1434741000,C4,20153719113733-632,20,1,69900
1434745260,C4,20155416025450-542,19,2,239580
1434745620,C4,20152119012112-241,20,1,91440
1434750720,C4,20154519024544-322,21,2,204720
1434762060,C4,20153419053450-999,22,1,62460
1434767220,C4,20153217103218-546,21,1,927900
1434774180,C4,20152917022939-684,20,3,250500
1434775920,C4,20152815102844-133,19,1,224760
1434776820,C4,20151717071728-569,18,2,168060
1434810900,C4,20153719113733-632,17,3,76860
1434816720,C4,20153619103622-151,16,1,204420
1434818460,C4,20151320091309-87,17,1,85320
1434824520,C4,20153419053450-999,16,1,69720
1434826320,C4,20155420105422-518,17,3,174660
1434826680,C4,20150420110457-500,18,2,168240
1434829320,C4,20154820114822-453,19,2,159660
1434836820,C4,20150018050050-556,18,2,338940
1434837060,C4,20152119012112-241,17,2,197220
1434838200,C4,20150120020159-683,18,1,81300
1434838980,C4,20153020023013-76,19,1,441960
1434839220,C4,20155820025849-226,20,2,572220
1434839400,C4,20154714074704-144,19,3,313560
1434840180,C4,20153520033505-60,20,1,143280
1434843660,C4,20151520041535-563,21,2,135300
1434844620,C4,20152920042942-140,22,1,169140
1434845100,C4,20150220040211-856,23,1,263760
1434892920,C4,20153113063149-619,22,3,90600
1434896520,C4,20155121065100-589,23,1,99720
1434899100,C4,20155617035626-878,22,1,955020
1434901800,C4,20155121075125-805,23,2,351420
1434903540,C4,20152921082906-529,24,3,457680
1434903780,C4,20151320091309-87,23,1,277680
1434907080,C4,20154521094550-685,24,1,557400
1434914160,C4,20155313105324-362,23,2,164400
1434915900,C4,20153317013317-798,22,3,296640
1434916080,C4,20154121124110-292,23,1,712980
1434916380,C4,20153121123116-781,24,3,85620
1434918180,C4,20151821121849-891,25,3,185340
1434919500,C4,20150120020159-683,24,1,307920
1434923040,C4,20154421014437-375,25,1,164820
1434924840,C4,20154521024518-105,26,2,537840
1434925140,C4,20155221025244-122,27,1,684600
1434928980,C4,20155118105146-971,26,1,292620
1434930180,C4,20155121035116-274,27,1,311220
1434931320,C4,20153521043512-619,28,2,335940
1434955440,C4,20154519024544-322,27,1,80940
1434978960,C4,20151520041535-563,26,1,69900
1434983460,C4,20153520033505-60,25,1,91440
1434986160,C4,20152522072551-380,26,2,126960
1434988980,C4,20154820114822-453,25,2,204720
1434994920,C4,20150420110457-500,24,1,62460
1434996240,C4,20155121065100-589,23,1,85320
1434996600,C4,20151022101006-317,24,1,387060
1435000980,C4,20155420105422-518,23,3,174660
1435002000,C4,20153121123116-781,22,2,168240
1435002540,C4,20155522115544-987,23,2,74340
1435006800,C4,20153222013237-308,24,1,460680
1435013640,C4,20154922024915-450,25,3,234240
1435013760,C4,20152920042942-140,24,2,159660
1435018320,C4,20152619062611-689,23,1,81300
1435022460,C4,20155122055116-333,24,1,699420
1435024020,C4,20152319092320-59,23,1,441960
1435035120,C4,20151219081235-39,22,2,572220
1435076100,C4,20154623084625-271,23,2,108480
1435076880,C4,20155522115544-987,22,1,143280
1435087860,C4,20154421014437-375,21,2,135300
1435096980,C4,20153123023120-949,22,2,286080
1435098420,C4,20152123022155-571,23,1,505260
1435102260,C4,20150123040140-843,24,3,181740
1435103520,C4,20151821121849-891,23,1,169140
1435108860,C4,20150220040211-856,22,1,263760
1435113120,C4,20152522072551-380,21,1,99720
1435153380,C4,20153624063634-720,22,2,110340
1435154340,C4,20153224063221-780,23,1,306780
1435156080,C4,20152424062441-168,24,2,731160
1435159500,C4,20155324075301-513,25,3,178380
1435163220,C4,20155524085551-928,26,1,346860
1435163820,C4,20154424084414-48,27,1,614460
1435163940,C4,20153824083801-208,28,1,291300
1435175820,C4,20152824122825-461,29,2,931080
1435176060,C4,20153524123538-428,30,1,510420
1435179420,C4,20150024010014-301,31,2,277200
1435182120,C4,20153924013929-447,32,1,619740
1435184580,C4,20154623084625-271,31,2,351420
1435188900,C4,20151224041202-651,32,2,99540
1435241400,C4,20155121035116-274,31,3,457680
1435247880,C4,20154922024915-450,30,1,557400
1435252860,C4,20155725095739-361,31,2,176160
1435253220,C4,20155121075125-805,30,1,712980
1435255680,C4,20151525101516-848,31,2,190560
1435263720,C4,20153624063634-720,30,3,85620
1435267260,C4,20153521043512-619,29,3,185340
1435269720,C4,20153125023152-681,30,2,847200
1435278960,C4,20151025051035-258,31,1,89400
1435280940,C4,20153020023013-76,30,1,164820
1435284000,C4,20150123040140-843,29,2,537840
1435288440,C4,20151224041202-651,28,1,684600
1435329360,C4,20154526064518-551,29,2,895620
1435334580,C4,20151113061129-478,28,1,311220
1435337880,C4,20155324075301-513,27,2,335940
1435343160,C4,20155826105805-860,28,1,267660
1435343940,C4,20150526110553-791,29,2,1724820
1435358580,C4,20154519024544-322,30,2,201300
1435359000,C4,20152226032253-445,31,1,247020
1435361220,C4,20152921082906-529,30,2,126960
1435364940,C4,20155826045853-500,31,1,74160
1435365900,C4,20153826053837-25,32,2,263400
1435366920,C4,20153626053623-916,33,3,794280
1435367100,C4,20151526051513-980,34,1,336540
1435368360,C4,20151025051035-258,33,1,387060
1435383060,C4,20153123023120-949,32,2,74340
1435383660,C4,20151022101006-317,31,1,460680
1435411440,C4,20155820025849-226,30,3,234240
1435417200,C4,20154816014841-737,29,1,699420
1435421280,C4,20151827081812-463,30,1,180720
1435424940,C4,20154627094625-389,31,2,121380
1435426440,C4,20152827092833-950,32,2,196200
1435427520,C4,20154527104510-24,33,1,122700
1435429020,C4,20155725095739-361,32,2,108480
1435435440,C4,20150027120012-20,33,3,277980
1435439100,C4,20155826045853-500,32,2,286080
1435445700,C4,20152727032726-130,33,1,140640
1435446240,C4,20151525101516-848,32,1,505260
1435449480,C4,20152827042814-470,33,2,145560
1435451160,C4,20155827045831-194,34,1,104580
1435453740,C4,20153727053754-806,35,1,88800
1435455240,C4,20153824083801-208,34,3,181740
1435456620,C4,20150024010014-301,33,2,110340
1435461120,C4,20153224063221-780,32,1,306780
1435462680,C4,20154521024518-105,31,2,731160
1435464480,C4,20154521094550-685,30,3,178380
1435467480,C4,20153222013237-308,29,1,346860
1435499520,C4,20152128062123-84,30,3,89340
1435500120,C4,20155428065442-400,31,3,812340
1435500540,C4,20150128070124-874,32,1,731700
1435506840,C4,20152728082727-282,33,1,454200
1435510080,C4,20155524085551-928,32,1,614460
1435516920,C4,20153428103458-866,33,2,294960
1435522560,C4,20154928124919-762,34,2,66900
1435522560,C4,20150828120844-852,35,1,120960
1435542540,C4,20153727053754-806,34,1,291300
1435546320,C4,20154627094625-389,33,2,931080
1435550220,C4,20154527104510-24,32,1,510420
1435555740,C4,20155827045831-194,31,2,277200
1435559880,C4,20154519024544-322,30,1,619740
1435586340,C4,20152727032726-130,29,2,99540
1435588860,C4,20152128062123-84,28,2,176160
1435589460,C4,20154928124919-762,27,2,190560
1435595040,C4,20152827042814-470,26,2,847200
1435600440,C4,20154729104715-725,27,1,186600
1435602000,C4,20151827081812-463,26,1,89400
1435602420,C4,20150529110523-979,27,2,125580
1435602780,C4,20155318095346-528,26,2,895620
1435603680,C4,20152123022155-571,25,1,267660
1435606020,C4,20152226032253-445,24,2,1724820
1435609740,C4,20155221025244-122,23,2,201300
1435610820,C4,20155826105805-860,22,1,247020
1435615080,C4,20150329020331-802,23,2,659460
1435615680,C4,20150029030057-969,24,2,452040
1435622640,C4,20152827092833-950,23,1,74160
1435629060,C4,20154121124110-292,22,2,263400
1435629300,C4,20153826053837-25,21,3,794280
1435643520,C4,20150828120844-852,20,1,336540
1435671840,C4,20152030062014-252,21,2,533940
1435672680,C4,20150330060312-987,22,1,111720
1435686480,C4,20153524123538-428,21,1,180720
1435693260,C4,20154530114544-776,22,1,149460
1435693500,C4,20152230122233-577,23,1,270120
1435695420,C4,20150930010911-718,24,1,274260
1435696920,C4,20151430011409-669,25,1,250980
1435697100,C4,20153830123858-160,26,1,84480
1435703640,C4,20151526051513-980,25,2,121380
1435713420,C4,20150027120012-20,24,2,196200
1435721880,C4,20155122055116-333,23,1,122700
1435728000,C4,20150529110523-979,22,3,277980
1435759380,C4,20150901060931-375,23,3,188880
1435763880,C4,20154701074721-510,24,2,193140
1435764420,C4,20152801072801-74,25,1,1383780
1435766760,C4,20155801085847-425,26,1,336600
1435776300,C4,20155001105054-534,27,1,100200
1435777260,C4,20155501105513-756,28,2,71520
1435777440,C4,20153701113704-354,29,1,555180
1435778280,C4,20154424084414-48,28,1,140640
1435779060,C4,20152601112611-300,29,2,361260
1435780620,C4,20155501115549-423,30,2,73620
1435781220,C4,20153801123847-62,31,1,873060
1435781280,C4,20151101121144-520,32,2,410340
1435781580,C4,20153830123858-160,31,2,145560
1435782180,C4,20153001123033-350,32,1,803100
1435784100,C4,20155901125946-822,33,2,256140
1435784400,C4,20150330060312-987,32,1,104580
1435786380,C4,20150801020830-440,33,1,158220
1435786800,C4,20151801021811-599,34,1,1398840
1435787040,C4,20154729104715-725,33,1,88800
1435789080,C4,20151501021548-648,34,1,175980
1435794180,C4,20151501041530-577,35,2,742080
1435796280,C4,20151101051151-134,36,1,55020
1435797000,C4,20150801050802-446,37,2,222480
1435801860,C4,20153924013929-447,36,3,89340
1435811880,C4,20153428103458-866,35,3,812340
1435842720,C4,20154530114544-776,34,1,731700
1435845780,C4,20153502063540-65,35,1,382740
1435848780,C4,20155501105513-756,34,1,454200
1435851300,C4,20151101051151-134,33,2,294960
1435851900,C4,20151302081321-676,34,3,110520
1435854240,C4,20155501115549-423,33,2,66900
1435856940,C4,20153902093914-109,34,1,108960
1435864560,C4,20151502111546-232,35,1,181680
1435865400,C4,20150502120548-840,36,2,461580
1435871100,C4,20155902015910-865,37,1,509460
1435871400,C4,20151202011253-62,38,3,188820
1435871940,C4,20151202021203-963,39,1,373740
1435876500,C4,20155001105054-534,38,1,120960
1435883460,C4,20153602043607-343,39,1,264900
1435886160,C4,20152202052214-494,40,1,585720
1435887240,C4,20152424062441-168,39,1,186600
1435932120,C4,20153403063427-228,40,3,269940
1435937820,C4,20154003074029-430,41,1,394320
1435939980,C4,20154103084141-252,42,3,639540
1435940880,C4,20150003090030-424,43,3,373140
1435944600,C4,20150801020830-440,42,2,125580
1435946520,C4,20150903100903-596,43,2,184380
1435947900,C4,20151430011409-669,42,2,659460
1435948260,C4,20150901060931-375,41,2,452040
1435951320,C4,20153103113118-650,42,1,250140
1435956480,C4,20155303125317-749,43,1,674460
1435957020,C4,20154701074721-510,42,2,533940
1435957380,C4,20155603015631-143,43,2,410280
1435959780,C4,20154303014356-798,44,2,418260
1435960980,C4,20155503025536-107,45,3,622440
1435961040,C4,20152728082727-282,44,1,111720
