V1,V2,V3,V4,V5,V6,time,V7,V8,V9,V10
20152221092251-883,2,8/21/2015 9:47,1440175620,C7,299220,1440474840,8/24/2015 20:54,,,
20150023030012-350,3,8/23/2015 15:13,1440367980,C7,112980,1440480960,8/24/2015 22:36,,,
,,,20152125062113-255,1,8/25/2015 6:59,1440511140,C7,185640,1440696780,8/27/2015 10:33
,,,20151125121147-666,1,8/25/2015 13:20,1440534000,C7,871500,1441405500,9/4/2015 15:25
,,,20153125013101-836,2,8/25/2015 14:42,1440538920,C7,617400,1441156320,9/1/2015 18:12
,,,20151525031532-107,1,8/25/2015 16:11,1440544260,C7,1293480,1441837740,9/9/2015 15:29
,,,20151625031626-950,2,8/25/2015 16:20,1440544800,C7,315360,1440860160,8/29/2015 7:56
20151724061714-521,1,8/24/2015 6:49,1440424140,C7,121200,1440545340,8/25/2015 16:29,,,
20152122042102-592,3,8/22/2015 16:42,1440286920,C7,267120,1440554040,8/25/2015 18:54,,,
20154623094608-73,2,8/23/2015 10:06,1440349560,C7,257820,1440607380,8/26/2015 9:43,,,
,,,20151026091044-859,2,8/26/2015 10:08,1440608880,C7,362700,1440971580,8/30/2015 14:53
,,,20154026094053-772,2,8/26/2015 10:49,1440611340,C7,215820,1440827160,8/28/2015 22:46
,,,20150426010444-611,1,8/26/2015 13:19,1440620340,C7,87780,1440708120,8/27/2015 13:42
,,,20155926125956-991,3,8/26/2015 13:50,1440622200,C7,849780,1441471980,9/5/2015 9:53
20154124044141-426,3,8/24/2015 17:19,1440461940,C7,161580,1440623520,8/26/2015 14:12,,,
20154821124817-368,1,8/21/2015 13:50,1440190200,C7,434040,1440624240,8/26/2015 14:24,,,
,,,20155026015014-82,1,8/26/2015 14:25,1440624300,C7,504780,1441129080,9/1/2015 10:38
,,,20155426015439-228,3,8/26/2015 14:31,1440624660,C7,515340,1441140000,9/1/2015 13:40
,,,20150326050302-149,2,8/26/2015 17:19,1440634740,C7,162120,1440796860,8/28/2015 14:21
20154322044336-436,2,8/22/2015 17:34,1440290040,C7,395280,1440685320,8/27/2015 7:22,,,
,,,20151727081727-53,2,8/27/2015 8:55,1440690900,C7,258840,1440949740,8/30/2015 8:49
20152125062113-255,1,8/25/2015 6:59,1440511140,C7,185640,1440696780,8/27/2015 10:33,,,
20150426010444-611,1,8/26/2015 13:19,1440620340,C7,87780,1440708120,8/27/2015 13:42,,,
,,,20152027042059-327,1,8/27/2015 16:43,1440718980,C7,179340,1440898320,8/29/2015 18:32
,,,20150227050213-13,1,8/27/2015 17:23,1440721380,C7,73020,1440794400,8/28/2015 13:40
,,,20155427055429-500,1,8/27/2015 18:11,1440724260,C7,84840,1440809100,8/28/2015 17:45
,,,20153228093241-330,2,8/28/2015 10:25,1440782700,C7,340680,1441123380,9/1/2015 9:03
20150024040008-576,3,8/24/2015 16:32,1440459120,C7,325560,1440784680,8/28/2015 10:58,,,
,,,20153228113210-234,1,8/28/2015 12:21,1440789660,C7,160800,1440950460,8/30/2015 9:01
20150227050213-13,1,8/27/2015 17:23,1440721380,C7,73020,1440794400,8/28/2015 13:40,,,
20150326050302-149,2,8/26/2015 17:19,1440634740,C7,162120,1440796860,8/28/2015 14:21,,,
,,,20153228033219-364,2,8/28/2015 16:20,1440804000,C7,105900,1440909900,8/29/2015 21:45
20155427055429-500,1,8/27/2015 18:11,1440724260,C7,84840,1440809100,8/28/2015 17:45,,,
20155419125408-510,1,8/19/2015 13:52,1440017520,C7,796320,1440813840,8/28/2015 19:04,,,
20150823010813-63,1,8/23/2015 13:32,1440361920,C7,455940,1440817860,8/28/2015 20:11,,,
20154026094053-772,2,8/26/2015 10:49,1440611340,C7,215820,1440827160,8/28/2015 22:46,,,
,,,20154529064528-757,3,8/29/2015 7:43,1440859380,C7,263100,1441122480,9/1/2015 8:48
20151625031626-950,2,8/25/2015 16:20,1440544800,C7,315360,1440860160,8/29/2015 7:56,,,
20153024013035-807,3,8/24/2015 14:36,1440452160,C7,408120,1440860280,8/29/2015 7:58,,,
,,,20155029085047-891,3,8/29/2015 9:41,1440866460,C7,467160,1441333620,9/3/2015 19:27
,,,20155529095519-855,2,8/29/2015 10:12,1440868320,C7,199560,1441067880,8/31/2015 17:38
,,,20151629101604-17,2,8/29/2015 10:29,1440869340,C7,372420,1441241760,9/2/2015 17:56
,,,20150529010519-318,2,8/29/2015 13:20,1440879600,C7,198180,1441077780,8/31/2015 20:23
,,,20153329013347-72,2,8/29/2015 13:53,1440881580,C7,61080,1440942660,8/30/2015 6:51
,,,20155129125114-867,1,8/29/2015 13:56,1440881760,C7,244860,1441126620,9/1/2015 9:57
,,,20152629012651-157,3,8/29/2015 14:04,1440882240,C7,1283160,1442165400,9/13/2015 10:30
20152027042059-327,1,8/27/2015 16:43,1440718980,C7,179340,1440898320,8/29/2015 18:32,,,
20153228033219-364,2,8/28/2015 16:20,1440804000,C7,105900,1440909900,8/29/2015 21:45,,,
20153329013347-72,2,8/29/2015 13:53,1440881580,C7,61080,1440942660,8/30/2015 6:51,,,
,,,20153730063725-217,1,8/30/2015 7:09,1440943740,C7,430260,1441374000,9/4/2015 6:40
,,,20150230070206-829,1,8/30/2015 7:38,1440945480,C7,373560,1441319040,9/3/2015 15:24
20151727081727-53,2,8/27/2015 8:55,1440690900,C7,258840,1440949740,8/30/2015 8:49,,,
20153228113210-234,1,8/28/2015 12:21,1440789660,C7,160800,1440950460,8/30/2015 9:01,,,
,,,20150330090357-596,2,8/30/2015 9:41,1440952860,C7,89580,1441042440,8/31/2015 10:34
,,,20152630092647-226,1,8/30/2015 9:48,1440953280,C7,105840,1441059120,8/31/2015 15:12
,,,20152130122123-358,2,8/30/2015 13:31,1440966660,C7,252720,1441219380,9/2/2015 11:43
20154214064217-704,1,8/14/2015 7:07,1439561220,C7,1406880,1440968100,8/30/2015 13:55,,,
20151026091044-859,2,8/26/2015 10:08,1440608880,C7,362700,1440971580,8/30/2015 14:53,,,
,,,20153931093915-91,1,8/31/2015 10:27,1441042020,C7,335760,1441377780,9/4/2015 7:43
20150330090357-596,2,8/30/2015 9:41,1440952860,C7,89580,1441042440,8/31/2015 10:34,,,
20152630092647-226,1,8/30/2015 9:48,1440953280,C7,105840,1441059120,8/31/2015 15:12,,,
,,,20152731032706-323,1,8/31/2015 15:47,1441061220,C7,94740,1441155960,9/1/2015 18:06
,,,20155931025933-274,1,8/31/2015 15:58,1441061880,C7,160020,1441221900,9/2/2015 12:25
20155529095519-855,2,8/29/2015 10:12,1440868320,C7,199560,1441067880,8/31/2015 17:38,,,
20150529010519-318,2,8/29/2015 13:20,1440879600,C7,198180,1441077780,8/31/2015 20:23,,,
,,,20154201074239-177,1,9/1/2015 8:06,1441119960,C7,707400,1441827360,9/9/2015 12:36
20154529064528-757,3,8/29/2015 7:43,1440859380,C7,263100,1441122480,9/1/2015 8:48,,,
20153228093241-330,2,8/28/2015 10:25,1440782700,C7,340680,1441123380,9/1/2015 9:03,,,
20155129125114-867,1,8/29/2015 13:56,1440881760,C7,244860,1441126620,9/1/2015 9:57,,,
20155026015014-82,1,8/26/2015 14:25,1440624300,C7,504780,1441129080,9/1/2015 10:38,,,
,,,20154601104625-869,1,9/1/2015 11:45,1441133100,C7,105840,1441238940,9/2/2015 17:09
20155426015439-228,3,8/26/2015 14:31,1440624660,C7,515340,1441140000,9/1/2015 13:40,,,
,,,20150001050042-811,1,9/1/2015 17:26,1441153560,C7,346200,1441499760,9/5/2015 17:36
20152731032706-323,1,8/31/2015 15:47,1441061220,C7,94740,1441155960,9/1/2015 18:06,,,
20153125013101-836,2,8/25/2015 14:42,1440538920,C7,617400,1441156320,9/1/2015 18:12,,,
,,,20153202063212-217,2,9/2/2015 7:11,1441203060,C7,284340,1441487400,9/5/2015 14:10
,,,20155602075606-537,1,9/2/2015 8:27,1441207620,C7,620880,1441828500,9/9/2015 12:55
,,,20154702074759-377,1,9/2/2015 8:44,1441208640,C7,278340,1441486980,9/5/2015 14:03
,,,20154102104114-973,2,9/2/2015 11:02,1441216920,C7,111360,1441328280,9/3/2015 17:58
20152130122123-358,2,8/30/2015 13:31,1440966660,C7,252720,1441219380,9/2/2015 11:43,,,
20155931025933-274,1,8/31/2015 15:58,1441061880,C7,160020,1441221900,9/2/2015 12:25,,,
20154601104625-869,1,9/1/2015 11:45,1441133100,C7,105840,1441238940,9/2/2015 17:09,,,
,,,20154402044412-377,1,9/2/2015 17:48,1441241280,C7,477900,1441719180,9/8/2015 6:33
20151629101604-17,2,8/29/2015 10:29,1440869340,C7,372420,1441241760,9/2/2015 17:56,,,
,,,20151703081723-858,2,9/3/2015 8:57,1441295820,C7,625260,1441921080,9/10/2015 14:38
,,,20154303104350-928,2,9/3/2015 11:03,1441303380,C7,105120,1441408500,9/4/2015 16:15
20150230070206-829,1,8/30/2015 7:38,1440945480,C7,373560,1441319040,9/3/2015 15:24,,,
,,,20155703035752-285,1,9/3/2015 16:20,1441322400,C7,429120,1441751520,9/8/2015 15:32
20154102104114-973,2,9/2/2015 11:02,1441216920,C7,111360,1441328280,9/3/2015 17:58,,,
20155029085047-891,3,8/29/2015 9:41,1440866460,C7,467160,1441333620,9/3/2015 19:27,,,
20153730063725-217,1,8/30/2015 7:09,1440943740,C7,430260,1441374000,9/4/2015 6:40,,,
,,,20153404063406-832,1,9/4/2015 6:50,1441374600,C7,97500,1441472100,9/5/2015 9:55
20153931093915-91,1,8/31/2015 10:27,1441042020,C7,335760,1441377780,9/4/2015 7:43,,,
,,,20151904071915-758,2,9/4/2015 8:26,1441380360,C7,286800,1441667160,9/7/2015 16:06
,,,20154704084736-736,3,9/4/2015 9:48,1441385280,C7,95460,1441480740,9/5/2015 12:19
,,,20150904100901-193,1,9/4/2015 10:22,1441387320,C7,373200,1441760520,9/8/2015 18:02
,,,20152504102537-658,2,9/4/2015 11:16,1441390560,C7,338580,1441729140,9/8/2015 9:19
,,,20151204111220-934,2,9/4/2015 12:15,1441394100,C7,275580,1441669680,9/7/2015 16:48
20151125121147-666,1,8/25/2015 13:20,1440534000,C7,871500,1441405500,9/4/2015 15:25,,,
,,,20151204031221-340,1,9/4/2015 15:27,1441405620,C7,267300,1441672920,9/7/2015 17:42
20154303104350-928,2,9/3/2015 11:03,1441303380,C7,105120,1441408500,9/4/2015 16:15,,,
,,,20151705081753-773,3,9/5/2015 9:16,1441469760,C7,119640,1441589400,9/6/2015 18:30
,,,20150605090619-525,2,9/5/2015 9:25,1441470300,C7,161400,1441631700,9/7/2015 6:15
20155926125956-991,3,8/26/2015 13:50,1440622200,C7,849780,1441471980,9/5/2015 9:53,,,
20153404063406-832,1,9/4/2015 6:50,1441374600,C7,97500,1441472100,9/5/2015 9:55,,,
20154704084736-736,3,9/4/2015 9:48,1441385280,C7,95460,1441480740,9/5/2015 12:19,,,
20154702074759-377,1,9/2/2015 8:44,1441208640,C7,278340,1441486980,9/5/2015 14:03,,,
,,,20155305015326-67,1,9/5/2015 14:07,1441487220,C7,281700,1441768920,9/8/2015 20:22
20153202063212-217,2,9/2/2015 7:11,1441203060,C7,284340,1441487400,9/5/2015 14:10,,,
20150001050042-811,1,9/1/2015 17:26,1441153560,C7,346200,1441499760,9/5/2015 17:36,,,
,,,20151405051442-519,3,9/5/2015 18:08,1441501680,C7,88440,1441590120,9/6/2015 18:42
,,,20155806065835-432,1,9/6/2015 7:22,1441549320,C7,117300,1441666620,9/7/2015 15:57
,,,20153606103657-307,1,9/6/2015 11:24,1441563840,C7,197880,1441761720,9/8/2015 18:22
,,,20154906114942-746,3,9/6/2015 12:53,1441569180,C7,150540,1441719720,9/8/2015 6:42
,,,20151406051448-965,1,9/6/2015 17:35,1441586100,C7,274740,1441860840,9/9/2015 21:54
20151705081753-773,3,9/5/2015 9:16,1441469760,C7,119640,1441589400,9/6/2015 18:30,,,
20151405051442-519,3,9/5/2015 18:08,1441501680,C7,88440,1441590120,9/6/2015 18:42,,,
20150605090619-525,2,9/5/2015 9:25,1441470300,C7,161400,1441631700,9/7/2015 6:15,,,
,,,20153707123722-164,1,9/7/2015 12:52,1441655520,C7,552360,1442207880,9/13/2015 22:18
20155806065835-432,1,9/6/2015 7:22,1441549320,C7,117300,1441666620,9/7/2015 15:57,,,
20151904071915-758,2,9/4/2015 8:26,1441380360,C7,286800,1441667160,9/7/2015 16:06,,,
20151204111220-934,2,9/4/2015 12:15,1441394100,C7,275580,1441669680,9/7/2015 16:48,,,
20151204031221-340,1,9/4/2015 15:27,1441405620,C7,267300,1441672920,9/7/2015 17:42,,,
20154402044412-377,1,9/2/2015 17:48,1441241280,C7,477900,1441719180,9/8/2015 6:33,,,
20154906114942-746,3,9/6/2015 12:53,1441569180,C7,150540,1441719720,9/8/2015 6:42,,,
20152504102537-658,2,9/4/2015 11:16,1441390560,C7,338580,1441729140,9/8/2015 9:19,,,
20155703035752-285,1,9/3/2015 16:20,1441322400,C7,429120,1441751520,9/8/2015 15:32,,,
,,,20155208045228-597,3,9/8/2015 17:05,1441757100,C7,277260,1442034360,9/11/2015 22:06
20150904100901-193,1,9/4/2015 10:22,1441387320,C7,373200,1441760520,9/8/2015 18:02,,,
20153606103657-307,1,9/6/2015 11:24,1441563840,C7,197880,1441761720,9/8/2015 18:22,,,
20155305015326-67,1,9/5/2015 14:07,1441487220,C7,281700,1441768920,9/8/2015 20:22,,,
,,,20153809063840-685,3,9/9/2015 7:00,1441807200,C7,175680,1441982880,9/11/2015 7:48
,,,20153209073227-920,1,9/9/2015 8:30,1441812600,C7,719160,1442531760,9/17/2015 16:16
,,,20151309121323-469,2,9/9/2015 12:27,1441826820,C7,366420,1442193240,9/13/2015 18:14
20154201074239-177,1,9/1/2015 8:06,1441119960,C7,707400,1441827360,9/9/2015 12:36,,,
20155602075606-537,1,9/2/2015 8:27,1441207620,C7,620880,1441828500,9/9/2015 12:55,,,
20151525031532-107,1,8/25/2015 16:11,1440544260,C7,1293480,1441837740,9/9/2015 15:29,,,
20151406051448-965,1,9/6/2015 17:35,1441586100,C7,274740,1441860840,9/9/2015 21:54,,,
,,,20155310085325-400,2,9/10/2015 9:33,1441902780,C7,260640,1442163420,9/13/2015 9:57
,,,20152610092600-874,1,9/10/2015 10:18,1441905480,C7,301860,1442207340,9/13/2015 22:09
20151703081723-858,2,9/3/2015 8:57,1441295820,C7,625260,1441921080,9/10/2015 14:38,,,
20153809063840-685,3,9/9/2015 7:00,1441807200,C7,175680,1441982880,9/11/2015 7:48,,,
,,,20151011051048-783,1,9/11/2015 18:15,1442020500,C7,182880,1442203380,9/13/2015 21:03
20155208045228-597,3,9/8/2015 17:05,1441757100,C7,277260,1442034360,9/11/2015 22:06,,,
,,,20151712061745-29,3,9/12/2015 7:23,1442067780,C7,311220,1442379000,9/15/2015 21:50
,,,20150712070713-541,2,9/12/2015 7:44,1442069040,C7,983220,1443052260,9/23/2015 16:51
,,,20154912084901-166,2,9/12/2015 9:50,1442076600,C7,622080,1442698680,9/19/2015 14:38
,,,20154212114258-729,1,9/12/2015 12:20,1442085600,C7,98700,1442184300,9/13/2015 15:45
,,,20153312023328-539,2,9/12/2015 15:32,1442097120,C7,84360,1442181480,9/13/2015 14:58
,,,20152512042530-460,1,9/12/2015 17:01,1442102460,C7,61440,1442163900,9/13/2015 10:05
,,,20150812050828-793,3,9/12/2015 17:42,1442104920,C7,49440,1442154360,9/13/2015 7:26
20150812050828-793,3,9/12/2015 17:42,1442104920,C7,49440,1442154360,9/13/2015 7:26,,,
20155310085325-400,2,9/10/2015 9:33,1441902780,C7,260640,1442163420,9/13/2015 9:57,,,
20152512042530-460,1,9/12/2015 17:01,1442102460,C7,61440,1442163900,9/13/2015 10:05,,,
20152629012651-157,3,8/29/2015 14:04,1440882240,C7,1283160,1442165400,9/13/2015 10:30,,,
,,,20150613120634-302,1,9/13/2015 12:26,1442172360,C7,79800,1442252160,9/14/2015 10:36
,,,20150413020432-24,3,9/13/2015 14:25,1442179500,C7,94320,1442273820,9/14/2015 16:37
20153312023328-539,2,9/12/2015 15:32,1442097120,C7,84360,1442181480,9/13/2015 14:58,,,
20154212114258-729,1,9/12/2015 12:20,1442085600,C7,98700,1442184300,9/13/2015 15:45,,,
20151309121323-469,2,9/9/2015 12:27,1441826820,C7,366420,1442193240,9/13/2015 18:14,,,
20151011051048-783,1,9/11/2015 18:15,1442020500,C7,182880,1442203380,9/13/2015 21:03,,,
20152610092600-874,1,9/10/2015 10:18,1441905480,C7,301860,1442207340,9/13/2015 22:09,,,
20153707123722-164,1,9/7/2015 12:52,1441655520,C7,552360,1442207880,9/13/2015 22:18,,,
,,,20151614071616-110,3,9/14/2015 7:32,1442241120,C7,170820,1442411940,9/16/2015 6:59
,,,20153014083025-418,3,9/14/2015 9:28,1442248080,C7,105720,1442353800,9/15/2015 14:50
20150613120634-302,1,9/13/2015 12:26,1442172360,C7,79800,1442252160,9/14/2015 10:36,,,
,,,20151914101910-853,2,9/14/2015 11:08,1442254080,C7,251040,1442505120,9/17/2015 8:52
,,,20151114111101-450,1,9/14/2015 12:02,1442257320,C7,766920,1443024240,9/23/2015 9:04
20150413020432-24,3,9/13/2015 14:25,1442179500,C7,94320,1442273820,9/14/2015 16:37,,,
,,,20152815072807-909,1,9/15/2015 7:47,1442328420,C7,102480,1442430900,9/16/2015 12:15
,,,20150215070210-159,1,9/15/2015 7:59,1442329140,C7,224340,1442553480,9/17/2015 22:18
,,,20150615070645-876,2,9/15/2015 8:09,1442329740,C7,362640,1442692380,9/19/2015 12:53
,,,20155015115025-738,3,9/15/2015 12:37,1442345820,C7,188160,1442533980,9/17/2015 16:53
,,,20152115122135-105,3,9/15/2015 12:59,1442347140,C7,186660,1442533800,9/17/2015 16:50
20153014083025-418,3,9/14/2015 9:28,1442248080,C7,105720,1442353800,9/15/2015 14:50,,,
,,,20155615055609-330,1,9/15/2015 18:12,1442365920,C7,90300,1442456220,9/16/2015 19:17
20151712061745-29,3,9/12/2015 7:23,1442067780,C7,311220,1442379000,9/15/2015 21:50,,,
20151614071616-110,3,9/14/2015 7:32,1442241120,C7,170820,1442411940,9/16/2015 6:59,,,
,,,20150016070037-632,3,9/16/2015 7:48,1442414880,C7,253380,1442668260,9/19/2015 6:11
20152815072807-909,1,9/15/2015 7:47,1442328420,C7,102480,1442430900,9/16/2015 12:15,,,
20155615055609-330,1,9/15/2015 18:12,1442365920,C7,90300,1442456220,9/16/2015 19:17,,,
,,,20150317060312-681,2,9/17/2015 6:36,1442496960,C7,521220,1443018180,9/23/2015 7:23
20151914101910-853,2,9/14/2015 11:08,1442254080,C7,251040,1442505120,9/17/2015 8:52,,,
,,,20153117093131-820,1,9/17/2015 10:31,1442511060,C7,123120,1442634180,9/18/2015 20:43
,,,20154217124209-940,2,9/17/2015 12:57,1442519820,C7,200460,1442720280,9/19/2015 20:38
,,,20154817014854-170,2,9/17/2015 14:54,1442526840,C7,146400,1442673240,9/19/2015 7:34
20153209073227-920,1,9/9/2015 8:30,1441812600,C7,719160,1442531760,9/17/2015 16:16,,,
20152115122135-105,3,9/15/2015 12:59,1442347140,C7,186660,1442533800,9/17/2015 16:50,,,
20155015115025-738,3,9/15/2015 12:37,1442345820,C7,188160,1442533980,9/17/2015 16:53,,,
,,,20152717052750-615,3,9/17/2015 17:43,1442536980,C7,696300,1443233280,9/25/2015 19:08
20150215070210-159,1,9/15/2015 7:59,1442329140,C7,224340,1442553480,9/17/2015 22:18,,,
,,,20150018080022-664,1,9/18/2015 9:00,1442592000,C7,110760,1442702760,9/19/2015 15:46
20153117093131-820,1,9/17/2015 10:31,1442511060,C7,123120,1442634180,9/18/2015 20:43,,,
20150016070037-632,3,9/16/2015 7:48,1442414880,C7,253380,1442668260,9/19/2015 6:11,,,
,,,20154719064707-283,2,9/19/2015 7:04,1442671440,C7,135660,1442807100,9/20/2015 20:45
20154817014854-170,2,9/17/2015 14:54,1442526840,C7,146400,1442673240,9/19/2015 7:34,,,
,,,20154719104700-710,3,9/19/2015 11:25,1442687100,C7,100200,1442787300,9/20/2015 15:15
20150615070645-876,2,9/15/2015 8:09,1442329740,C7,362640,1442692380,9/19/2015 12:53,,,
,,,20151019021027-10,2,9/19/2015 14:25,1442697900,C7,376020,1443073920,9/23/2015 22:52
20154912084901-166,2,9/12/2015 9:50,1442076600,C7,622080,1442698680,9/19/2015 14:38,,,
20150018080022-664,1,9/18/2015 9:00,1442592000,C7,110760,1442702760,9/19/2015 15:46,,,
,,,20155319025303-151,2,9/19/2015 15:55,1442703300,C7,55560,1442758860,9/20/2015 7:21
,,,20150419050423-187,1,9/19/2015 17:19,1442708340,C7,331560,1443039900,9/23/2015 13:25
20154217124209-940,2,9/17/2015 12:57,1442519820,C7,200460,1442720280,9/19/2015 20:38,,,
,,,20152620062633-528,1,9/20/2015 6:57,1442757420,C7,225720,1442983140,9/22/2015 21:39
,,,20151520061516-982,2,9/20/2015 7:19,1442758740,C7,216060,1442974800,9/22/2015 19:20
20155319025303-151,2,9/19/2015 15:55,1442703300,C7,55560,1442758860,9/20/2015 7:21,,,
20154719104700-710,3,9/19/2015 11:25,1442687100,C7,100200,1442787300,9/20/2015 15:15,,,
,,,20152420032414-663,1,9/20/2015 16:34,1442792040,C7,93120,1442885160,9/21/2015 18:26
,,,20152520042545-155,3,9/20/2015 16:58,1442793480,C7,587220,1443380700,9/27/2015 12:05
20154719064707-283,2,9/19/2015 7:04,1442671440,C7,135660,1442807100,9/20/2015 20:45,,,
,,,20155221115237-739,1,9/21/2015 12:13,1442862780,C7,122340,1442985120,9/22/2015 22:12
,,,20154821024838-295,2,9/21/2015 15:51,1442875860,C7,318720,1443194580,9/25/2015 8:23
20152420032414-663,1,9/20/2015 16:34,1442792040,C7,93120,1442885160,9/21/2015 18:26,,,
,,,20150522100502-509,3,9/22/2015 11:04,1442945040,C7,330300,1443275340,9/26/2015 6:49
20151520061516-982,2,9/20/2015 7:19,1442758740,C7,216060,1442974800,9/22/2015 19:20,,,
20152620062633-528,1,9/20/2015 6:57,1442757420,C7,225720,1442983140,9/22/2015 21:39,,,
20155221115237-739,1,9/21/2015 12:13,1442862780,C7,122340,1442985120,9/22/2015 22:12,,,
20150317060312-681,2,9/17/2015 6:36,1442496960,C7,521220,1443018180,9/23/2015 7:23,,,
20151114111101-450,1,9/14/2015 12:02,1442257320,C7,766920,1443024240,9/23/2015 9:04,,,
20150419050423-187,1,9/19/2015 17:19,1442708340,C7,331560,1443039900,9/23/2015 13:25,,,
,,,20151823021836-870,3,9/23/2015 15:17,1443046620,C7,92400,1443139020,9/24/2015 16:57
20150712070713-541,2,9/12/2015 7:44,1442069040,C7,983220,1443052260,9/23/2015 16:51,,,
20151019021027-10,2,9/19/2015 14:25,1442697900,C7,376020,1443073920,9/23/2015 22:52,,,
,,,20154524124536-93,2,9/24/2015 13:45,1443127500,C7,265380,1443392880,9/27/2015 15:28
20151823021836-870,3,9/23/2015 15:17,1443046620,C7,92400,1443139020,9/24/2015 16:57,,,
20154821024838-295,2,9/21/2015 15:51,1442875860,C7,318720,1443194580,9/25/2015 8:23,,,
,,,20154825044833-35,3,9/25/2015 17:03,1443225780,C7,86460,1443312240,9/26/2015 17:04
20152717052750-615,3,9/17/2015 17:43,1442536980,C7,696300,1443233280,9/25/2015 19:08,,,
20150522100502-509,3,9/22/2015 11:04,1442945040,C7,330300,1443275340,9/26/2015 6:49,,,
,,,20155326075351-224,3,9/26/2015 8:31,1443281460,C7,119880,1443401340,9/27/2015 17:49
,,,20153726083749-370,1,9/26/2015 9:00,1443283200,C7,114360,1443397560,9/27/2015 16:46
,,,20151426021455-333,1,9/26/2015 15:29,1443306540,C7,510180,1443816720,10/2/2015 13:12
,,,20155426035428-177,2,9/26/2015 16:27,1443310020,C7,626580,1443936600,10/3/2015 22:30
20154825044833-35,3,9/25/2015 17:03,1443225780,C7,86460,1443312240,9/26/2015 17:04,,,
,,,20152527072503-929,1,9/27/2015 7:59,1443365940,C7,368280,1443734220,10/1/2015 14:17
,,,20151927071926-369,3,9/27/2015 8:06,1443366360,C7,351180,1443717540,10/1/2015 9:39
20152520042545-155,3,9/20/2015 16:58,1442793480,C7,587220,1443380700,9/27/2015 12:05,,,
20154524124536-93,2,9/24/2015 13:45,1443127500,C7,265380,1443392880,9/27/2015 15:28,,,
20153726083749-370,1,9/26/2015 9:00,1443283200,C7,114360,1443397560,9/27/2015 16:46,,,
20155326075351-224,3,9/26/2015 8:31,1443281460,C7,119880,1443401340,9/27/2015 17:49,,,
,,,20151428061409-269,1,9/28/2015 6:30,1443447000,C7,185100,1443632100,9/30/2015 9:55
,,,20151128111144-648,2,9/28/2015 11:42,1443465720,C7,74700,1443540420,9/29/2015 8:27
,,,20152328122311-696,1,9/28/2015 12:39,1443469140,C7,1495560,1444964700,10/15/2015 20:05
,,,20154728124707-118,1,9/28/2015 13:01,1443470460,C7,463260,1443933720,10/3/2015 21:42
,,,20150829070856-319,1,9/29/2015 8:06,1443539160,C7,306180,1443845340,10/2/2015 21:09
20151128111144-648,2,9/28/2015 11:42,1443465720,C7,74700,1443540420,9/29/2015 8:27,,,
,,,20154529104539-756,1,9/29/2015 11:43,1443552180,C7,66720,1443618900,9/30/2015 6:15
,,,20150029020040-164,1,9/29/2015 14:58,1443563880,C7,72720,1443636600,9/30/2015 11:10
,,,20151729021748-498,2,9/29/2015 15:20,1443565200,C7,60600,1443625800,9/30/2015 8:10
,,,20151229041207-285,2,9/29/2015 17:03,1443571380,C7,160680,1443732060,10/1/2015 13:41
20154529104539-756,1,9/29/2015 11:43,1443552180,C7,66720,1443618900,9/30/2015 6:15,,,
20151729021748-498,2,9/29/2015 15:20,1443565200,C7,60600,1443625800,9/30/2015 8:10,,,
20151428061409-269,1,9/28/2015 6:30,1443447000,C7,185100,1443632100,9/30/2015 9:55,,,
,,,20154030094027-816,1,9/30/2015 10:01,1443632460,C7,525660,1444158120,10/6/2015 12:02
20150029020040-164,1,9/29/2015 14:58,1443563880,C7,72720,1443636600,9/30/2015 11:10,,,
,,,20153230023251-365,1,9/30/2015 15:27,1443652020,C7,89100,1443741120,10/1/2015 16:12
20151927071926-369,3,9/27/2015 8:06,1443366360,C7,351180,1443717540,10/1/2015 9:39,,,
20151229041207-285,2,9/29/2015 17:03,1443571380,C7,160680,1443732060,10/1/2015 13:41,,,
20152527072503-929,1,9/27/2015 7:59,1443365940,C7,368280,1443734220,10/1/2015 14:17,,,
20153230023251-365,1,9/30/2015 15:27,1443652020,C7,89100,1443741120,10/1/2015 16:12,,,
20151426021455-333,1,9/26/2015 15:29,1443306540,C7,510180,1443816720,10/2/2015 13:12,,,
20150829070856-319,1,9/29/2015 8:06,1443539160,C7,306180,1443845340,10/2/2015 21:09,,,
20154728124707-118,1,9/28/2015 13:01,1443470460,C7,463260,1443933720,10/3/2015 21:42,,,
20155426035428-177,2,9/26/2015 16:27,1443310020,C7,626580,1443936600,10/3/2015 22:30,,,
20154030094027-816,1,9/30/2015 10:01,1443632460,C7,525660,1444158120,10/6/2015 12:02,,,
20152328122311-696,1,9/28/2015 12:39,1443469140,C7,1495560,1444964700,10/15/2015 20:05,,,
,,,20153120063140-521,1,10/20/2015 7:24,1445351040,C7,539100,1445890140,10/26/2015 13:09
,,,20152822092858-860,3,10/22/2015 10:08,1445533680,C7,86400,1445620080,10/23/2015 10:08
20152822092858-860,3,10/22/2015 10:08,1445533680,C7,86400,1445620080,10/23/2015 10:08,,,
20153120063140-521,1,10/20/2015 7:24,1445351040,C7,539100,1445890140,10/26/2015 13:09,,,
,,,20161605081629-930,1,4/5/2016 8:36,1459870560,C7,166920,1460037480,4/7/2016 6:58
20161605081629-930,1,4/5/2016 8:36,1459870560,C7,166920,1460037480,4/7/2016 6:58,,,
